37.2413793103,55.1724137931,IR-
47.5862068966,48.275862069,RMP-
48.9655172414,75.8620689655,RH-
44.8275862069,51.724137931,ST-
51.724137931,58.6206896552,DTFS-
50.3448275862,55.1724137931,SA-
49.6551724138,55.1724137931,SD-
48.9655172414,51.724137931,fAHP-
37.9310344828,51.724137931,IR-RMP-
39.3103448276,44.8275862069,IR-RH-
47.5862068966,58.6206896552,RMP-RH-
48.275862069,65.5172413793,IR-ST-
43.4482758621,51.724137931,RMP-ST-
45.5172413793,65.5172413793,RH-ST-
44.8275862069,58.6206896552,IR-DTFS-
49.6551724138,48.275862069,RMP-DTFS-
48.275862069,68.9655172414,RH-DTFS-
47.5862068966,55.1724137931,ST-DTFS-
50.3448275862,55.1724137931,IR-SA-
53.1034482759,58.6206896552,RMP-SA-
47.5862068965,51.724137931,RH-SA-
53.7931034483,62.0689655172,ST-SA-
46.8965517242,55.1724137931,DTFS-SA-
40.6896551724,41.3793103448,IR-SD-
35.8620689655,51.724137931,RMP-SD-
40.6896551724,44.8275862069,RH-SD-
55.8620689655,65.5172413793,ST-SD-
43.4482758621,51.724137931,DTFS-SD-
46.2068965517,55.1724137931,SA-SD-
33.1034482759,62.0689655172,IR-fAHP-
56.5517241379,68.9655172414,RMP-fAHP-
60.6896551724,68.9655172414,RH-fAHP-
44.1379310345,68.9655172414,ST-fAHP-
59.3103448276,58.6206896552,DTFS-fAHP-
51.0344827586,72.4137931034,SA-fAHP-
55.1724137931,55.1724137931,SD-fAHP-
43.4482758621,48.275862069,IR-RMP-RH-
44.1379310345,62.0689655172,IR-RMP-ST-
42.0689655172,48.275862069,IR-RH-ST-
45.5172413793,55.1724137931,RMP-RH-ST-
38.6206896552,48.275862069,IR-RMP-DTFS-
37.9310344828,51.724137931,IR-RH-DTFS-
47.5862068966,58.6206896552,RMP-RH-DTFS-
53.1034482759,58.6206896552,IR-ST-DTFS-
46.2068965517,51.724137931,RMP-ST-DTFS-
50.3448275862,55.1724137931,RH-ST-DTFS-
50.3448275862,55.1724137931,IR-RMP-SA-
46.2068965517,55.1724137931,IR-RH-SA-
46.2068965517,55.1724137931,RMP-RH-SA-
42.0689655172,44.8275862069,IR-ST-SA-
40.0,58.6206896552,RMP-ST-SA-
46.2068965517,68.9655172414,RH-ST-SA-
55.1724137931,55.1724137931,IR-DTFS-SA-
54.4827586207,62.0689655172,RMP-DTFS-SA-
64.8275862069,68.9655172414,RH-DTFS-SA-
48.9655172414,48.275862069,ST-DTFS-SA-
42.0689655172,65.5172413793,IR-RMP-SD-
37.2413793104,65.5172413793,IR-RH-SD-
44.8275862069,44.8275862069,RMP-RH-SD-
40.0,62.0689655172,IR-ST-SD-
45.5172413793,48.275862069,RMP-ST-SD-
51.724137931,72.4137931034,RH-ST-SD-
51.0344827586,72.4137931034,IR-DTFS-SD-
45.5172413793,55.1724137931,RMP-DTFS-SD-
53.7931034483,65.5172413793,RH-DTFS-SD-
45.5172413793,48.275862069,ST-DTFS-SD-
29.6551724138,58.6206896552,IR-SA-SD-
49.6551724138,51.724137931,RMP-SA-SD-
54.4827586207,58.6206896552,RH-SA-SD-
54.4827586207,62.0689655172,ST-SA-SD-
40.6896551724,51.724137931,DTFS-SA-SD-
53.1034482758,72.4137931034,IR-RMP-fAHP-
57.9310344827,65.5172413793,IR-RH-fAHP-
55.1724137931,72.4137931034,RMP-RH-fAHP-
43.4482758621,51.724137931,IR-ST-fAHP-
47.5862068965,58.6206896552,RMP-ST-fAHP-
58.6206896552,82.7586206897,RH-ST-fAHP-
46.8965517242,58.6206896552,IR-DTFS-fAHP-
55.8620689655,68.9655172414,RMP-DTFS-fAHP-
57.2413793104,68.9655172414,RH-DTFS-fAHP-
57.2413793104,58.6206896552,ST-DTFS-fAHP-
42.0689655172,55.1724137931,IR-SA-fAHP-
54.4827586207,58.6206896552,RMP-SA-fAHP-
54.4827586207,65.5172413793,RH-SA-fAHP-
54.4827586207,58.6206896552,ST-SA-fAHP-
46.8965517241,51.724137931,DTFS-SA-fAHP-
36.5517241379,34.4827586207,IR-SD-fAHP-
43.4482758621,65.5172413793,RMP-SD-fAHP-
51.724137931,55.1724137931,RH-SD-fAHP-
46.2068965517,55.1724137931,ST-SD-fAHP-
49.6551724138,65.5172413793,DTFS-SD-fAHP-
44.1379310345,58.6206896552,SA-SD-fAHP-
48.275862069,58.6206896552,IR-RMP-RH-ST-
55.1724137931,65.5172413793,IR-RMP-RH-DTFS-
48.9655172414,55.1724137931,IR-RMP-ST-DTFS-
53.7931034483,62.0689655172,IR-RH-ST-DTFS-
46.2068965517,51.724137931,RMP-RH-ST-DTFS-
48.9655172414,51.724137931,IR-RMP-RH-SA-
44.8275862069,51.724137931,IR-RMP-ST-SA-
45.5172413793,48.275862069,IR-RH-ST-SA-
45.5172413793,58.6206896552,RMP-RH-ST-SA-
51.0344827586,62.0689655172,IR-RMP-DTFS-SA-
46.2068965517,65.5172413793,IR-RH-DTFS-SA-
51.0344827586,55.1724137931,RMP-RH-DTFS-SA-
46.8965517242,58.6206896552,IR-ST-DTFS-SA-
54.4827586207,62.0689655172,RMP-ST-DTFS-SA-
57.2413793104,65.5172413793,RH-ST-DTFS-SA-
44.8275862069,62.0689655172,IR-RMP-RH-SD-
42.7586206897,51.724137931,IR-RMP-ST-SD-
42.7586206897,51.724137931,IR-RH-ST-SD-
40.6896551724,55.1724137931,RMP-RH-ST-SD-
50.3448275862,58.6206896552,IR-RMP-DTFS-SD-
42.0689655172,48.275862069,IR-RH-DTFS-SD-
55.8620689655,65.5172413793,RMP-RH-DTFS-SD-
49.6551724138,62.0689655172,IR-ST-DTFS-SD-
49.6551724138,58.6206896552,RMP-ST-DTFS-SD-
48.9655172414,72.4137931034,RH-ST-DTFS-SD-
44.1379310345,55.1724137931,IR-RMP-SA-SD-
37.9310344828,58.6206896552,IR-RH-SA-SD-
41.3793103448,48.275862069,RMP-RH-SA-SD-
37.9310344828,48.275862069,IR-ST-SA-SD-
42.7586206897,58.6206896552,RMP-ST-SA-SD-
45.5172413793,44.8275862069,RH-ST-SA-SD-
46.8965517241,62.0689655172,IR-DTFS-SA-SD-
42.7586206897,44.8275862069,RMP-DTFS-SA-SD-
36.5517241379,41.3793103448,RH-DTFS-SA-SD-
51.0344827586,55.1724137931,ST-DTFS-SA-SD-
50.3448275862,58.6206896552,IR-RMP-RH-fAHP-
37.2413793104,48.275862069,IR-RMP-ST-fAHP-
53.1034482759,55.1724137931,IR-RH-ST-fAHP-
46.8965517241,58.6206896552,RMP-RH-ST-fAHP-
47.5862068966,51.724137931,IR-RMP-DTFS-fAHP-
48.275862069,48.275862069,IR-RH-DTFS-fAHP-
40.0,51.724137931,RMP-RH-DTFS-fAHP-
55.1724137931,58.6206896552,IR-ST-DTFS-fAHP-
55.1724137931,68.9655172414,RMP-ST-DTFS-fAHP-
60.6896551724,62.0689655172,RH-ST-DTFS-fAHP-
42.7586206897,51.724137931,IR-RMP-SA-fAHP-
51.724137931,55.1724137931,IR-RH-SA-fAHP-
44.1379310345,48.275862069,RMP-RH-SA-fAHP-
42.0689655173,58.6206896552,IR-ST-SA-fAHP-
35.1724137931,37.9310344828,RMP-ST-SA-fAHP-
51.0344827586,58.6206896552,RH-ST-SA-fAHP-
59.3103448276,62.0689655172,IR-DTFS-SA-fAHP-
52.4137931034,55.1724137931,RMP-DTFS-SA-fAHP-
52.4137931034,62.0689655172,RH-DTFS-SA-fAHP-
47.5862068965,62.0689655172,ST-DTFS-SA-fAHP-
48.9655172414,55.1724137931,IR-RMP-SD-fAHP-
43.4482758621,51.724137931,IR-RH-SD-fAHP-
54.4827586207,68.9655172414,RMP-RH-SD-fAHP-
47.5862068965,62.0689655172,IR-ST-SD-fAHP-
44.8275862069,58.6206896552,RMP-ST-SD-fAHP-
49.6551724138,65.5172413793,RH-ST-SD-fAHP-
47.5862068965,51.724137931,IR-DTFS-SD-fAHP-
50.3448275862,65.5172413793,RMP-DTFS-SD-fAHP-
55.1724137931,65.5172413793,RH-DTFS-SD-fAHP-
46.2068965517,58.6206896552,ST-DTFS-SD-fAHP-
41.3793103448,44.8275862069,IR-SA-SD-fAHP-
53.1034482758,62.0689655172,RMP-SA-SD-fAHP-
44.8275862069,55.1724137931,RH-SA-SD-fAHP-
47.5862068965,62.0689655172,ST-SA-SD-fAHP-
50.3448275862,58.6206896552,DTFS-SA-SD-fAHP-
44.1379310345,62.0689655172,IR-RMP-RH-ST-DTFS-
47.5862068966,55.1724137931,IR-RMP-RH-ST-SA-
53.7931034483,62.0689655172,IR-RMP-RH-DTFS-SA-
48.2758620689,55.1724137931,IR-RMP-ST-DTFS-SA-
48.9655172414,58.6206896552,IR-RH-ST-DTFS-SA-
55.8620689655,65.5172413793,RMP-RH-ST-DTFS-SA-
48.275862069,62.0689655172,IR-RMP-RH-ST-SD-
51.0344827586,62.0689655172,IR-RMP-RH-DTFS-SD-
48.9655172414,68.9655172414,IR-RMP-ST-DTFS-SD-
40.0,68.9655172414,IR-RH-ST-DTFS-SD-
42.7586206897,58.6206896552,RMP-RH-ST-DTFS-SD-
45.5172413793,58.6206896552,IR-RMP-RH-SA-SD-
29.6551724138,34.4827586207,IR-RMP-ST-SA-SD-
42.7586206896,65.5172413793,IR-RH-ST-SA-SD-
44.1379310345,62.0689655172,RMP-RH-ST-SA-SD-
51.724137931,65.5172413793,IR-RMP-DTFS-SA-SD-
49.6551724138,75.8620689655,IR-RH-DTFS-SA-SD-
54.4827586207,55.1724137931,RMP-RH-DTFS-SA-SD-
42.7586206897,55.1724137931,IR-ST-DTFS-SA-SD-
48.9655172414,58.6206896552,RMP-ST-DTFS-SA-SD-
54.4827586207,62.0689655172,RH-ST-DTFS-SA-SD-
41.3793103448,68.9655172414,IR-RMP-RH-ST-fAHP-
51.724137931,55.1724137931,IR-RMP-RH-DTFS-fAHP-
49.6551724138,51.724137931,IR-RMP-ST-DTFS-fAHP-
49.6551724138,58.6206896552,IR-RH-ST-DTFS-fAHP-
57.2413793103,65.5172413793,RMP-RH-ST-DTFS-fAHP-
55.1724137931,62.0689655172,IR-RMP-RH-SA-fAHP-
46.8965517241,51.724137931,IR-RMP-ST-SA-fAHP-
44.8275862069,58.6206896552,IR-RH-ST-SA-fAHP-
47.5862068966,55.1724137931,RMP-RH-ST-SA-fAHP-
49.6551724138,55.1724137931,IR-RMP-DTFS-SA-fAHP-
54.4827586207,62.0689655172,IR-RH-DTFS-SA-fAHP-
60.6896551724,72.4137931034,RMP-RH-DTFS-SA-fAHP-
48.275862069,51.724137931,IR-ST-DTFS-SA-fAHP-
44.8275862069,55.1724137931,RMP-ST-DTFS-SA-fAHP-
46.8965517241,58.6206896552,RH-ST-DTFS-SA-fAHP-
49.6551724138,55.1724137931,IR-RMP-RH-SD-fAHP-
38.6206896552,58.6206896552,IR-RMP-ST-SD-fAHP-
39.3103448276,41.3793103448,IR-RH-ST-SD-fAHP-
46.8965517241,55.1724137931,RMP-RH-ST-SD-fAHP-
48.275862069,58.6206896552,IR-RMP-DTFS-SD-fAHP-
46.2068965517,55.1724137931,IR-RH-DTFS-SD-fAHP-
45.5172413793,55.1724137931,RMP-RH-DTFS-SD-fAHP-
51.724137931,65.5172413793,IR-ST-DTFS-SD-fAHP-
45.5172413793,44.8275862069,RMP-ST-DTFS-SD-fAHP-
45.5172413793,58.6206896552,RH-ST-DTFS-SD-fAHP-
44.8275862069,48.275862069,IR-RMP-SA-SD-fAHP-
44.1379310345,62.0689655172,IR-RH-SA-SD-fAHP-
44.1379310345,55.1724137931,RMP-RH-SA-SD-fAHP-
48.9655172414,62.0689655172,IR-ST-SA-SD-fAHP-
51.0344827586,55.1724137931,RMP-ST-SA-SD-fAHP-
47.5862068966,75.8620689655,RH-ST-SA-SD-fAHP-
53.1034482759,65.5172413793,IR-DTFS-SA-SD-fAHP-
36.5517241379,44.8275862069,RMP-DTFS-SA-SD-fAHP-
50.3448275862,62.0689655172,RH-DTFS-SA-SD-fAHP-
51.0344827586,51.724137931,ST-DTFS-SA-SD-fAHP-
45.5172413793,48.275862069,IR-RMP-RH-ST-DTFS-SA-
50.3448275862,65.5172413793,IR-RMP-RH-ST-DTFS-SD-
58.6206896552,65.5172413793,IR-RMP-RH-ST-SA-SD-
44.8275862069,44.8275862069,IR-RMP-RH-DTFS-SA-SD-
42.0689655172,62.0689655172,IR-RMP-ST-DTFS-SA-SD-
47.5862068966,65.5172413793,IR-RH-ST-DTFS-SA-SD-
46.8965517242,58.6206896552,RMP-RH-ST-DTFS-SA-SD-
50.3448275862,58.6206896552,IR-RMP-RH-ST-DTFS-fAHP-
51.0344827586,62.0689655172,IR-RMP-RH-ST-SA-fAHP-
50.3448275862,51.724137931,IR-RMP-RH-DTFS-SA-fAHP-
44.8275862069,48.275862069,IR-RMP-ST-DTFS-SA-fAHP-
48.9655172414,58.6206896552,IR-RH-ST-DTFS-SA-fAHP-
53.1034482759,68.9655172414,RMP-RH-ST-DTFS-SA-fAHP-
38.6206896552,48.275862069,IR-RMP-RH-ST-SD-fAHP-
46.8965517242,48.275862069,IR-RMP-RH-DTFS-SD-fAHP-
45.5172413793,65.5172413793,IR-RMP-ST-DTFS-SD-fAHP-
44.8275862069,62.0689655172,IR-RH-ST-DTFS-SD-fAHP-
41.3793103448,62.0689655172,RMP-RH-ST-DTFS-SD-fAHP-
47.5862068966,62.0689655172,IR-RMP-RH-SA-SD-fAHP-
44.1379310345,51.724137931,IR-RMP-ST-SA-SD-fAHP-
43.4482758621,65.5172413793,IR-RH-ST-SA-SD-fAHP-
53.7931034483,68.9655172414,RMP-RH-ST-SA-SD-fAHP-
44.1379310345,58.6206896552,IR-RMP-DTFS-SA-SD-fAHP-
50.3448275862,65.5172413793,IR-RH-DTFS-SA-SD-fAHP-
48.9655172414,62.0689655172,RMP-RH-DTFS-SA-SD-fAHP-
36.551724138,48.275862069,IR-ST-DTFS-SA-SD-fAHP-
45.5172413793,55.1724137931,RMP-ST-DTFS-SA-SD-fAHP-
50.3448275862,58.6206896552,RH-ST-DTFS-SA-SD-fAHP-
48.9655172414,62.0689655172,IR-RMP-RH-ST-DTFS-SA-SD-
53.7931034483,62.0689655172,IR-RMP-RH-ST-DTFS-SA-fAHP-
53.1034482759,55.1724137931,IR-RMP-RH-ST-DTFS-SD-fAHP-
44.1379310345,55.1724137931,IR-RMP-RH-ST-SA-SD-fAHP-
55.1724137931,72.4137931034,IR-RMP-RH-DTFS-SA-SD-fAHP-
39.3103448276,58.6206896552,IR-RMP-ST-DTFS-SA-SD-fAHP-
52.4137931035,58.6206896552,IR-RH-ST-DTFS-SA-SD-fAHP-
47.5862068966,68.9655172414,RMP-RH-ST-DTFS-SA-SD-fAHP-
42.0689655172,62.0689655172,IR-RMP-RH-ST-DTFS-SA-SD-fAHP
